file,mel,ita_ssynth,ita_kmeans,ita_bevan
data/output_10k/output/skin_010/hairModel_098/mel_0.45/fB_0.005/lesion_8/T_050/HbO2x1.0Epix0.1/hairAlb_0.57-0.57-0.57/light_hospital_room_4k/ROT0-0-1_90/image.png,0.45,16.86865763593896,17.206572588041453,-17.07388330422324
data/output_10k/output/skin_010/hairModel_098/mel_0.19/fB_0.02/lesion_16/T_040/HbO2x0.5Epix0.025/hairAlb_0.57-0.57-0.57/light_comfy_cafe_4k/ROT0-0-1_270/image.png,0.19,36.80913862353662,37.3493490446406,43.65012220482099
data/output_10k/output/skin_010/hairModel_030/mel_0.1/fB_0.002/lesion_10/T_030/HbO2x0.5Epix0.05/hairAlb_0.9-0.9-0.9/light_yaris_interior_garage_4k/ROT1-0-0_315/image.png,0.1,29.74488129694222,27.462561773637105,37.698596623532374
data/output_10k/output/skin_010/hairModel_030/mel_0.14/fB_0.002/lesion_8/T_050/HbO2x1.0Epix0.1/hairAlb_0.84-0.6328-0.44/light_school_hall_4k/ROT1-0-0_90/image.png,0.14,26.291565046411133,27.10176409167988,19.647195318162066
data/output_10k/output/skin_010/hairModel_030/mel_0.29/fB_0.05/lesion_12/T_030/HbO2x0.5Epix0.025/hairAlb_0.84-0.6328-0.44/light_bathroom_4k/ROT1-0-0_315/image.png,0.29,27.309110379966704,28.610459665965216,7.758196208500697
data/output_10k/output/skin_010/hairModel_035/mel_0.46/fB_0.002/lesion_15/T_050/HbO2x0.5Epix0.05/hairAlb_0.84-0.6328-0.44/light_hospital_room_4k/ROT0-0-1_0/image.png,0.46,16.52952974363854,17.54325771540012,-16.722937039626693
data/output_10k/output/skin_010/hairModel_083/mel_0.42/fB_0.002/lesion_12/T_050/HbO2x1.0Epix0.25/hairAlb_0.57-0.57-0.57/light_rural_asphalt_road_4k/ROT0-0-1_270/image.png,0.42,20.98489783588219,18.316324190113264,18.284070028669593
data/output_10k/output/skin_010/hairModel_063/mel_0.14/fB_0.002/lesion_12/T_030/HbO2x0.1Epix0.25/hairAlb_0.84-0.6328-0.44/light_reinforced_concrete_01_4k/ROT0-0-1_270/image.png,0.14,33.60467894610716,33.860336800412306,59.65760142529203
data/output_10k/output/skin_010/hairModel_063/mel_0.4/fB_0.05/lesion_7/T_050/HbO2x0.5Epix0.05/hairAlb_0.9-0.9-0.9/light_kiara_interior_4k/ROT1-0-0_315/image.png,0.4,8.604481593092654,7.495857639729858,-24.89056702990618
data/output_10k/output/skin_010/hairModel_097/mel_0.31/fB_0.005/lesion_15/T_050/HbO2x0.1Epix0.4/hairAlb_0.84-0.6328-0.44/light_bush_restaurant_4k/ROT0-0-1_0/image.png,0.31,19.608441271890275,18.970407808486545,6.859310473256359
data/output_10k/output/skin_010/hairModel_011/mel_0.18/fB_0.002/lesion_5/T_050/HbO2x1.0Epix0.025/hairAlb_0.57-0.57-0.57/light_lapa_4k/ROT1-0-0_180/image.png,0.18,24.57542719655471,19.925580658184323,17.611243607184843
data/output_10k/output/skin_010/hairModel_011/mel_0.02/fB_0.005/lesion_18/T_050/HbO2x1.0Epix0.15/hairAlb_0.57-0.57-0.57/light_lythwood_room_4k/ROT0-0-1_90/image.png,0.02,51.13222249767931,50.051689343762426,69.48362902380028
data/output_10k/output/skin_010/hairModel_021/mel_0.1/fB_0.02/lesion_9/T_050/HbO2x1.0Epix0.15/hairAlb_0.57-0.57-0.57/light_lythwood_room_4k/ROT0-0-1_180/image.png,0.1,42.61405596961119,42.436229788534995,42.76388033574429
data/output_10k/output/skin_010/hairModel_021/mel_0.14/fB_0.02/lesion_10/T_040/HbO2x0.5Epix0.4/hairAlb_0.84-0.6328-0.44/light_hospital_room_4k/ROT0-0-1_315/image.png,0.14,32.26216929612591,32.16705258577585,24.07720584947088
data/output_10k/output/skin_010/hairModel_068/mel_0.1/fB_0.05/lesion_7/T_030/HbO2x0.5Epix0.15/hairAlb_0.9-0.9-0.9/light_hospital_room_4k/ROT0-0-1_225/image.png,0.1,34.75097921624401,36.006207601244434,30.780735892620463
data/output_10k/output/skin_010/hairModel_068/mel_0.06/fB_0.002/lesion_8/T_040/HbO2x0.1Epix0.15/hairAlb_0.9-0.9-0.9/light_graffiti_shelter_4k/ROT1-0-0_270/image.png,0.06,50.253802751262256,55.78429786756261,63.64480556784807
data/output_10k/output/skin_010/hairModel_075/mel_0.31/fB_0.002/lesion_7/T_030/HbO2x0.1Epix0.25/hairAlb_0.9-0.9-0.9/light_reading_room_4k/ROT1-0-0_315/image.png,0.31,25.688143435647348,24.798132453437724,19.278259010442987
data/output_10k/output/skin_010/hairModel_094/mel_0.28/fB_0.005/lesion_6/T_040/HbO2x0.1Epix0.15/hairAlb_0.9-0.9-0.9/light_reinforced_concrete_01_4k/ROT0-0-1_270/image.png,0.28,22.671343621980853,20.7168750554553,56.105251842724726
data/output_10k/output/skin_010/hairModel_094/mel_0.02/fB_0.002/lesion_15/T_030/HbO2x0.5Epix0.05/hairAlb_0.57-0.57-0.57/light_surgery_4k/ROT1-0-0_270/image.png,0.02,54.27586519233109,54.893920669735415,78.83161396285038
data/output_10k/output/skin_010/hairModel_042/mel_0.14/fB_0.005/lesion_17/T_050/HbO2x1.0Epix0.05/hairAlb_0.84-0.6328-0.44/light_graffiti_shelter_4k/ROT0-0-1_135/image.png,0.14,40.344492571986386,41.481388534662806,42.02039203691591
data/output_10k/output/skin_010/hairModel_023/mel_0.43/fB_0.002/lesion_19/T_030/HbO2x0.1Epix0.05/hairAlb_0.9-0.9-0.9/light_vulture_hide_4k/ROT1-0-0_0/image.png,0.43,14.976835939542092,14.725482755179693,-5.9778317950134054
data/output_10k/output/skin_010/hairModel_023/mel_0.28/fB_0.005/lesion_15/T_030/HbO2x0.1Epix0.25/hairAlb_0.9-0.9-0.9/light_kiara_interior_4k/ROT0-0-1_90/image.png,0.28,17.978418408822964,16.69924423399362,1.1878872573355364
data/output_10k/output/skin_010/hairModel_023/mel_0.37/fB_0.02/lesion_8/T_040/HbO2x0.5Epix0.25/hairAlb_0.9-0.9-0.9/light_reading_room_4k/ROT1-0-0_0/image.png,0.37,22.932100437589785,23.110443230095303,8.24974438953203
data/output_10k/output/skin_010/hairModel_000/mel_0.38/fB_0.002/lesion_19/T_030/HbO2x0.5Epix0.025/hairAlb_0.57-0.57-0.57/light_vintage_measuring_lab_4k/ROT0-0-1_0/image.png,0.38,25.057615418303023,23.64901975234641,12.151245668047972
data/output_10k/output/skin_010/hairModel_091/mel_0.09/fB_0.005/lesion_8/T_050/HbO2x0.5Epix0.4/hairAlb_0.9-0.9-0.9/light_veranda_4k/ROT1-0-0_45/image.png,0.09,39.03551289874689,37.244782892659444,55.496273310134676
data/output_10k/output/skin_010/hairModel_091/mel_0.02/fB_0.02/lesion_17/T_040/HbO2x0.1Epix0.15/hairAlb_0.57-0.57-0.57/light_comfy_cafe_4k/ROT1-0-0_135/image.png,0.02,51.57516970197404,50.62053382859198,75.18133462125006
data/output_10k/output/skin_010/hairModel_028/mel_0.38/fB_0.002/lesion_10/T_050/HbO2x0.5Epix0.1/hairAlb_0.84-0.6328-0.44/light_comfy_cafe_4k/ROT1-0-0_135/image.png,0.38,29.15378884624417,31.07903963507925,33.02025583787879
data/output_10k/output/skin_010/hairModel_060/mel_0.4/fB_0.002/lesion_11/T_040/HbO2x0.1Epix0.025/hairAlb_0.84-0.6328-0.44/light_bush_restaurant_4k/ROT1-0-0_135/image.png,0.4,16.135588661305526,16.135588661305526,-1.5655752221451142
